,x,y,label
0,-0.2962344331075055,-0.7505577375958349,1
1,-0.6703837035418699,-0.7439767898585805,0
2,-0.6394923067395443,0.3398796795779199,1
3,-0.38016471964758114,0.7644096598838018,1
4,-1.0076033622992833,-0.06540662217463779,0
5,0.7080536007379632,0.15712107848933216,1
6,-0.9310327801494053,-0.3118683261851209,0
7,-0.48454924146721184,-0.6257596323392383,1
8,0.550789703564466,0.5626342509346066,1
9,-0.8393698593488766,-0.21944371091554654,1
10,0.5197305630425758,0.8250568406879247,0
11,-0.2687822978445896,0.7801719990587398,1
12,0.19455157390257183,-0.9446206203428598,0
13,-0.44119631120057107,0.9220545493132648,0
14,0.7746057519849596,0.501343610485163,1
15,-0.729287725696831,0.6977529665784581,0
16,-0.14858308086024086,-0.9540432651732108,0
17,0.034796786802148906,-1.0557882524989164,0
18,0.09717429896754191,0.9577694878420288,0
19,-0.8346752573858406,-0.05064923494388124,1
20,0.964641205340515,0.1708304041871783,0
21,-0.2697830122661102,-0.9253435393007389,0
22,-0.601730208877377,0.7833926524775543,0
23,0.28314677302966335,-0.9768568464055728,0
24,1.0620881427811888,0.264598786268347,0
25,-0.5539131722426747,0.9088313593024475,0
26,-0.4147958362195592,0.9621874480023986,0
27,-0.9988562714596892,0.11714745501248747,0
28,0.2248117108285569,-1.0312244833796171,0
29,0.346867732292692,-0.6669051393785813,1
30,-0.7384962427638351,0.25165818032414355,1
31,0.4587722701821564,0.6820056543205573,1
32,0.6055537619908569,0.48235963056972264,1
33,-0.03999360627273459,-0.7504384181102925,1
34,0.2306045008853875,-0.8850312068371012,0
35,1.0390976515158068,-0.16878189932848084,0
36,0.6562981381606167,0.8415451192178098,0
37,-0.06189950071147497,1.0665732421777978,0
38,0.6188908180474478,-0.48060655429266136,1
39,0.9849614213961284,0.0887475153221719,0
40,-0.4626477135594627,-0.6867693054506024,1
41,-0.5554232491389602,-0.6428238582218508,1
42,-1.0154900449321673,0.18315180218192312,0
43,-0.7680128153753145,-0.3711104206213752,1
44,0.3432102279059222,0.7337185751098425,1
45,0.6375464628702054,-0.5785356943582903,1
46,0.16019038505976074,0.7326789775033523,1
47,0.9867123677264972,0.1741591513643311,0
48,-0.30167334447451205,0.8946719981792035,0
49,0.023464439242051254,0.7926871943272693,1
50,-0.43614869637852904,0.6397793758594676,1
51,-0.21875394473149978,-0.9677304655648066,0
52,-0.7712614237510191,0.1972012462979671,1
53,-0.22109130351777367,-0.9546242604618567,0
54,-0.6546432619585749,0.397690068826699,1
55,0.1983080417719896,-0.8793359722101686,0
56,0.5168634453402395,0.6870989750960802,1
57,-0.9046809699726549,-0.32108843471637194,0
58,-0.39306558105835887,0.9555025054695462,0
59,0.6518432875005881,0.4359310955192878,1
60,-0.8325522301637852,0.04684383391293745,1
61,-0.4331495993197637,0.6984613570117847,1
62,-0.1441380161912198,-0.8716695894656434,1
63,-0.9903576080364573,0.00029622235677255124,0
64,0.08933739261413798,-0.8572687528604486,1
65,0.9937177251783129,-0.1651439481250659,0
66,-0.12427082817481948,0.7161400326665053,1
67,1.0032895869260177,-0.08456483055575938,0
68,0.16141435189967468,-0.7219905330522424,1
69,0.3640040311250402,0.7163213590489503,1
70,-1.014362556543104,-0.11130020404335322,0
71,0.6194921228812977,-0.5696056232020534,1
72,-0.7558185828037668,0.10390813594989838,1
73,0.7940405779908833,0.13189402001924577,1
74,0.7015589814029027,0.29514540760427654,1
75,-0.7395392268249634,0.18742871666416394,1
76,0.1945950967125636,-0.7978311060555977,1
77,-0.7646397082155029,-0.07296477659267023,1
78,0.8877384044196615,-0.0076414624299779785,0
79,-0.29474121160517336,-0.9538252490302466,0
80,0.7522747630435183,-0.6553970165763766,0
81,0.36114670232140045,0.9316156525537426,0
82,-0.7465757062815748,0.41754780028518457,1
83,-0.8162559259040533,0.0791533003890256,1
84,-0.12407570618473648,-1.0968773752934997,0
85,0.5485922658149706,0.5818981229067561,1
86,-0.8626254862431609,-0.5046672333020538,0
87,0.5456777212207257,-0.7444268826833902,0
88,-0.04859355873670357,-1.0502867618334233,0
89,-0.6937739933087432,-0.25156206623343486,1
90,0.8041416979158655,-0.15203094302166134,1
91,0.6304339882741973,-0.6772207178139792,0
92,-0.5913426227454357,-0.5509522198910253,1
93,0.9252633502659234,0.41431036079757944,0
94,-0.18966521274711293,-0.7986529732417491,1
95,-0.7297442584847981,-0.5694339497152944,1
96,0.8299018142430098,0.563788155455225,0
97,-0.9452711890776857,0.3509174600862431,0
98,-0.7971044330128847,0.21925777058826332,1
99,0.6658577554308943,0.7554932847213341,0
100,0.9879673738758746,0.2253946014945296,0
101,-0.8172983838622955,0.45461668756854356,0
102,0.8087805154346607,-0.5877224883774381,0
103,-0.001791574546257519,-0.7750887450393119,1
104,0.5041455465448421,0.6123927399049521,1
105,0.752876549837152,-0.16804069494032087,1
106,-0.11803621374957371,0.8123853275211136,1
107,0.300814546607588,0.8079271541292674,1
108,-0.03519848563727461,1.083651846817102,0
109,-0.33252463831889073,0.7947670779013571,1
